 154, 0.166
 10, 0.01
 116, 0.145
 30, 0.05
 30, 0.017
 33, 0.015
 2, 0.004
 11, 0.009
 60, 0.038
 172, 0.239
 142, 0.386
 2, 0.004
 16, 0.007
 15, 0.033
 158, 0.13
 160, 0.117
 122, 0.141
 122, 0.244
 124, 0.19
 124, 0.214
 30, 0.012
 14, 0.01
 133, 0.105
 8, 0.009
 155, 0.144
 55, 0.061
 65, 0.053
 124, 0.199
 128, 0.146
 4, 0.005
 122, 0.137
 16, 0.014
 32, 0.024
 41, 0.03
 30, 0.015
 33, 0.044
 32, 0.02
 32, 0.019
 32, 0.052
 32, 0.018
 33, 0.031
 32, 0.019
 302, 0.21
 713, 0.421
 716, 0.401
 323, 0.282
 302, 0.324
 323, 0.292
 713, 0.35
 25, 5.792
 16, 1.91
 31, 0.036
 34, 0.04
 41, 0.041
 30, 0.017
 32, 0.31
 26, 0.034
 2, 0.006
 42, 0.034
 27, 0.065
 40, 0.024
 28, 0.016
 26, 0.018
 28, 0.019
 26, 0.031
 16, 0.013
 13, 0.011
 18, 0.066
 6, 0.005
 26, 0.014
 13, 0.011
 14, 0.007
 14, 0.024
 16, 0.007
 14, 0.008
 19, 0.008
 16, 0.008
 14, 0.031
 15, 0.009
 13, 0.008
 8, 0.005
 12, 0.005
 15, 0.006
 17, 0.007
 18, 0.007
 26, 0.028
 20, 0.008
 14, 0.006
 13, 0.008
 20, 0.015
 12, 0.008
 13, 0.008
 20, 0.007
 19, 0.007
 20, 0.016
 6, 0.004
 5, 0.004
 10, 0.006
 6, 0.004
 6, 0.005
 196, 0.262
 57, 0.101
 61, 0.066
 156, 0.109
 61, 0.086
 68, 0.073
 57, 0.085
 59, 0.17
 155, 0.096
 57, 0.069
 59, 0.057
 146, 0.156
 45, 0.044
 40, 0.04
 37, 0.03
 503, 0.229
 156, 0.164
 144, 0.145
 12, 0.037
 174, 0.154
 37, 0.044
 42, 0.046
 321, 0.231
 474, 0.26
 318, 0.22
 153, 0.136
 23, 0.022
 39, 0.062
 43, 0.069
 146, 0.224
 144, 0.221
 165, 0.182
 122, 0.149
 40, 0.06
 506, 0.31
 42, 0.028
 46, 0.05
 42, 0.05
 33, 0.023
 33, 0.049
 31, 0.047
 28, 0.028
 29, 0.047
 31, 0.021
 116, 0.107
 28, 0.03
 112, 0.135
 30, 0.064
 114, 0.092
 28, 0.057
 114, 0.118
 28, 0.037
 114, 0.046
